label,sentence1,sentence2
0,"Let's just put a pin in that while we revisit the stag night; a sorry tale involving badly executed, but meticulously-planned booze intake, a woeful attempt at the Rizla game, and, in the case of the Mayfly Man, a horrifically spoiled crime scene.",stag night
0,I'm really looking forward to it - but I am getting more and more upset about the plans I'm hearing from my fiance's brother about for his stag night.,stag night
0,"The closing moments of the film see Cassie (who was suffocated by Al on his stag night, just as she was about to inscribe vengeance on him at the end of a tattoo needle), burned on a pyre as he and his bro watch on nervously.",stag night
0,"But when his stag night prank goes horribly wrong, Michael finds himself trapped in a coffin and staring death in the face.",stag night
0,The 39-year-old woke up in hospital with a fractured skull after travelling to Newcastle from Manchester for a friend's stag night.,stag night
0,"This stag night is for all intents and purposes, a free-for-all orgy, with the groom allowed to partake of any of the many women present, all in the name of “celebrating his last night of freedom”.",stag night
1,"Stag Night is an Action, Horror, Thriller movie that was released in 2009 and has a run time of 1 hr 24 min.",stag night
1,"Stag Night is available to watch and stream, download, buy on demand at Amazon Prime, Amazon, Vudu, Google Play, iTunes, YouTube VOD online.",stag night
1,Where do I stream Stag Night online?,stag night
1,"It was Joske's who came up with the idea of ""Stag Night"" in 1946.",stag night
1,The rules require that applications for renewal of license for broadcast stations must be filed “not later than the first day of the fourth full calendar month prior to the expiration date of the license sought to be renewed.”,calendar month
1,"Both datasets are released on a weekly basis, with Bloomberg using the final weekly releases for that calendar month.",calendar month
1,"Blue moons are commonly known as the second full moon in a calendar month, but there is a second definition,” said Brian Lada, senior meteorologist for AccuWeather.com.",calendar month
1,Figures for a given week are included as long as the final day of that week occurs during the calendar month.,calendar month
1,"Following delivery of the ore, New Gold will pay Gold Mountain at the end of each calendar month based on the value of the gold and silver in the ore, net of the agreed metallurgical recovery and concentrate selling costs.",calendar month
1,"The NHS England figures also show that the number of people having to wait more than 52 weeks to start hospital treatment in England stood at 192,169 in November 2020 – the highest number for any calendar month since May 2008.",calendar month
1,"The moon is said to be full when the Earth is located directly between the sun and our natural satellite, which occurs roughly once every calendar month.",calendar month
1,Should you begin your use of the Member Digital Library in the middle of a calendar month you will be entitled to all three downloads available during that month and be charged for the entire month.,calendar month
1,It has also been the coldest calendar month since March 2013 which also recorded an average temperature of 2.2C.,calendar month
1,According to their website: “Rewards offers must be earned within the same calendar month and expire at the end of the following month.,calendar month
1,"You don’t get the monthlies until you’ve been wearing the strap for a full calendar month, but they’re worth the wait.",calendar month
1,"The Golden State Warriors, in conjunction with the organization’s Beyond28 campaign, presented by Chase, will tip-off Black History Month today with a variety of activations and virtual events that will expand past this calendar month.",calendar month
